"","Faceoffs Won","Faceoffs Lost","Penalties Taken","Penalties Drawn","Hits","Hits Taken","CorsiFor","CorsiAgn","FenwickFor","FenwickAgn","TeamShotFor","TeamShotAgn","TeamGoalFor","TeamGoalAgn","OffZoneStart","NeuZoneStart","DefZoneStart","TOI","team","opponent","date","home","gamecode","Corsi%","CorsiFor60","CorsiAgn60","Corsi+/-","CorsiPace60","Fenwick%","FenwickFor60","FenwickAgn60","Fenwick+/-","FenwickPace60","TeamShotFA%","TeamShotFor60","TeamShotAgn60","TeamShot+/-","TeamGoal%","TeamGoalFor60","TeamGoalAgn60","TeamGoal+/-","Off ZS %","PDO","Faceoff %","OnGoalF%","OnGoalC%","OnIceSh%","OnIceFenSh%","OnIceSv%","Missed Shots","Missed Shots Against","Blocked Shots","Shots Blocked By Team","GameDate"
"2008200920706",30,26,7,5,29,23,60,46,46,36,35,27,2,3,16,18,22,60,"PHI","FLA","14271","0","2008200920706",56.6,60,46,14,106,56.1,46,36,10,82,56.45,35,27,8,40,2,3,-1,42.11,94.6,53.57,76.09,58.33,5.71,4.35,88.89,11,9,14,10,2009-01-27
"2008200920727",36,33,14,10,17,25,50,67,41,53,32,41,6,1,16,28,25,59.95,"PHI","T.B","14274","0","2008200920727",42.74,50.04,67.06,-17,117.1,43.62,41.03,53.04,-12,94.08,43.84,32.03,41.03,-9,85.71,6.01,1,5,39.02,116.31,52.17,78.05,64,18.75,14.63,97.56,9,12,9,14,2009-01-30
"2008200920738",36,33,13,14,18,15,77,53,56,45,36,35,0,4,25,19,25,60,"PHI","STL","14275","0","2008200920738",59.23,77,53,24,130,55.45,56,45,11,101,50.7,36,35,1,0,0,4,-4,50,88.57,52.17,64.29,46.75,0,0,88.57,20,10,21,8,2009-01-31
"2008200920759",20,24,5,2,18,19,47,65,35,47,26,33,1,3,13,12,19,59.9666666666667,"PHI","BOS","14279","1","2008200920759",41.96,47.03,65.04,-18,112.06,42.68,35.02,47.03,-12,82.05,44.07,26.01,33.02,-7,25,1,3,-2,40.62,94.76,45.45,74.29,55.32,3.85,2.86,90.91,9,14,12,18,2009-02-04
"2008200920777",37,35,3,6,28,20,59,62,40,52,30,37,4,3,23,24,25,63,"PHI","BOS","14282","0","2008200920777",48.76,56.19,59.05,-3,115.24,43.48,38.1,49.52,-12,87.62,44.78,28.57,35.24,-7,57.14,3.81,2.86,1,47.92,105.23,51.39,75,50.85,13.33,10,91.89,10,15,19,10,2009-02-07
"2008200920790",24,26,9,6,11,12,36,64,29,48,23,31,3,2,19,13,18,59.9666666666667,"PHI","ATL","14283","0","2008200920790",36,36.02,64.04,-28,100.06,37.66,29.02,48.03,-19,77.04,42.59,23.01,31.02,-8,60,3,2,1,51.35,106.59,48,79.31,63.89,13.04,10.34,93.55,6,17,7,16,2009-02-08
"2008200920811",20,33,2,3,23,17,70,46,51,33,36,23,2,5,26,16,11,60,"PHI","OTT","14287","1","2008200920811",60.34,70,46,24,116,60.71,51,33,18,84,61.02,36,23,13,28.57,2,5,-3,70.27,83.82,37.74,70.59,51.43,5.56,3.92,78.26,15,10,19,13,2009-02-12
"2008200920825",35,25,3,2,17,23,61,66,45,48,34,39,5,1,21,18,21,60,"PHI","NYI","14289","1","2008200920825",48.03,61,66,-5,127,48.39,45,48,-3,93,46.58,34,39,-5,83.33,5,1,4,50,112.14,58.33,75.56,55.74,14.71,11.11,97.44,11,9,16,18,2009-02-14
"2008200920835",15,37,8,7,24,27,42,70,31,52,20,37,5,2,10,21,21,59.9833333333333,"PHI","NYR","14290","0","2008200920835",37.5,42.01,70.02,-28,112.03,37.35,31.01,52.01,-21,83.02,35.09,20.01,37.01,-17,71.43,5,2,3,32.26,119.59,28.85,64.52,47.62,25,16.13,94.59,11,15,11,18,2009-02-15
"2008200920860",33,25,4,2,23,21,76,77,53,57,36,42,6,3,15,24,19,59.9666666666667,"PHI","BUF","14294","1","2008200920860",49.67,76.04,77.04,-1,153.09,48.18,53.03,57.03,-4,110.06,46.15,36.02,42.02,-6,66.67,6,3,3,44.12,109.52,56.9,67.92,47.37,16.67,11.32,92.86,17,15,23,20,2009-02-19
"2008200920874",26,27,6,5,28,21,57,49,44,40,27,27,4,5,19,18,16,59.9833333333333,"PHI","PIT","14296","1","2008200920874",53.77,57.02,49.01,8,106.03,52.38,44.01,40.01,4,84.02,50,27.01,27.01,0,44.44,4,5,-1,54.29,96.3,49.06,61.36,47.37,14.81,9.09,81.48,17,13,13,9,2009-02-21
"2008200920895",23,31,8,9,26,22,66,69,51,57,37,35,4,2,18,16,20,60,"PHI","WSH","14299","0","2008200920895",48.89,66,69,-3,135,47.22,51,57,-6,108,51.39,37,35,2,66.67,4,2,2,47.37,105.1,42.59,72.55,56.06,10.81,7.84,94.29,14,22,15,12,2009-02-24
"2008200920904",31,31,5,3,21,19,46,77,37,46,20,34,2,0,10,20,32,59.9666666666667,"PHI","L.A","14300","1","2008200920904",37.4,46.03,77.04,-31,123.07,44.58,37.02,46.03,-9,83.05,37.04,20.01,34.02,-14,100,2,0,2,23.81,110,50,54.05,43.48,10,5.41,100,17,12,9,31,2009-02-25
"2008200920918",35,43,6,9,26,17,78,65,57,46,38,36,3,4,31,24,23,63.3333333333333,"PHI","MTL","14302","1","2008200920918",54.55,73.89,61.58,13,135.47,55.34,54,43.58,11,97.58,51.35,36,34.11,2,42.86,2.84,3.79,-1,57.41,96.78,44.87,66.67,48.72,7.89,5.26,88.89,19,10,21,19,2009-02-27
"2008200920934",26,36,5,3,11,5,45,60,30,48,27,42,0,3,22,18,22,60,"PHI","N.J","14304","0","2008200920934",42.86,45,60,-15,105,38.46,30,48,-18,78,39.13,27,42,-15,0,0,3,-3,50,92.86,41.94,90,60,0,0,92.86,3,6,15,12,2009-03-01
"2008200920941",25,33,6,6,23,26,46,45,33,34,26,24,4,2,17,20,21,59.9666666666667,"PHI","BOS","14306","0","2008200920941",50.55,46.03,45.03,1,91.05,49.25,33.02,34.02,-1,67.04,52,26.01,24.01,2,66.67,4,2,2,44.74,107.05,43.1,78.79,56.52,15.38,12.12,91.67,7,10,13,11,2009-03-03
"2008200920957",30,35,4,6,27,19,67,65,52,56,36,41,1,5,23,20,22,59.975,"PHI","CGY","14308","1","2008200920957",50.76,67.03,65.03,2,132.06,48.15,52.02,56.02,-4,108.05,46.75,36.02,41.02,-5,16.67,1,5,-4,51.11,90.58,46.15,69.23,53.73,2.78,1.92,87.8,16,15,15,9,2009-03-05
"2008200920974",35,30,7,8,24,24,60,57,41,46,26,32,4,1,19,20,26,59.9833333333333,"PHI","NSH","14310","1","2008200920974",51.28,60.02,57.02,3,117.03,47.13,41.01,46.01,-5,87.02,44.83,26.01,32.01,-6,80,4,1,3,42.22,112.26,53.85,63.41,43.33,15.38,9.76,96.88,15,14,19,11,2009-03-07
"2008200920990",30,32,7,7,25,15,64,54,46,39,33,29,5,2,20,19,23,59.9666666666667,"PHI","BUF","14313","1","2008200920990",54.24,64.04,54.03,10,118.07,54.12,46.03,39.02,7,85.05,53.23,33.02,29.02,4,71.43,5,2,3,46.51,108.25,48.39,71.74,51.56,15.15,10.87,93.1,13,10,18,15,2009-03-10
"2008200921006",32,16,2,4,24,18,68,59,53,46,36,30,1,2,17,19,12,59.9833333333333,"PHI","WSH","14315","1","2008200921006",53.54,68.02,59.02,9,127.04,53.54,53.01,46.01,7,99.03,54.55,36.01,30.01,6,33.33,1,2,-1,58.62,96.11,66.67,67.92,52.94,2.78,1.89,93.33,17,16,15,13,2009-03-12
"2008200921019",29,34,5,4,25,26,53,73,36,57,29,41,4,2,14,19,30,59.9833333333333,"PHI","NYR","14317","1","2008200921019",42.06,53.01,73.02,-20,126.04,38.71,36.01,57.02,-21,93.03,41.43,29.01,41.01,-12,66.67,4,2,2,31.82,108.92,46.03,80.56,54.72,13.79,11.11,95.12,7,16,17,16,2009-03-14
"2008200921031",28,30,9,8,30,33,47,74,35,56,25,39,1,4,19,16,23,59.9833333333333,"PHI","NYR","14318","0","2008200921031",38.84,47.01,74.02,-27,121.03,38.46,35.01,56.02,-21,91.03,39.06,25.01,39.01,-14,20,1,4,-3,45.24,93.74,48.28,71.43,53.19,4,2.86,89.74,10,17,12,18,2009-03-15
"2008200921046",29,36,6,3,23,9,37,83,33,60,26,48,2,3,13,16,36,60,"PHI","DET","14320","0","2008200921046",30.83,37,83,-46,120,35.48,33,60,-27,93,35.14,26,48,-22,40,2,3,-1,26.53,101.44,44.62,78.79,70.27,7.69,6.06,93.75,7,12,4,23,2009-03-17
"2008200921065",33,28,11,6,19,21,49,77,38,60,31,43,6,4,13,23,25,59.9333333333333,"PHI","BUF","14323","0","2008200921065",38.89,49.05,77.09,-28,126.14,38.78,38.04,60.07,-22,98.11,41.89,31.03,43.05,-12,60,6.01,4,2,34.21,110.05,54.1,81.58,63.27,19.35,15.79,90.7,7,17,11,17,2009-03-20
"2008200921079",26,26,5,8,23,23,50,63,32,40,20,28,3,1,15,16,21,59.9833333333333,"PHI","PIT","14325","0","2008200921079",44.25,50.01,63.02,-13,113.03,44.44,32.01,40.01,-8,72.02,41.67,20.01,28.01,-8,75,3,1,2,41.67,111.43,50,62.5,40,15,9.38,96.43,12,12,18,23,2009-03-22
