"","Faceoffs Won","Faceoffs Lost","Penalties Taken","Penalties Drawn","Hits","Hits Taken","CorsiFor","CorsiAgn","FenwickFor","FenwickAgn","TeamShotFor","TeamShotAgn","TeamGoalFor","TeamGoalAgn","OffZoneStart","NeuZoneStart","DefZoneStart","TOI","team","opponent","date","home","gamecode","Corsi%","CorsiFor60","CorsiAgn60","Corsi+/-","CorsiPace60","Fenwick%","FenwickFor60","FenwickAgn60","Fenwick+/-","FenwickPace60","TeamShotFA%","TeamShotFor60","TeamShotAgn60","TeamShot+/-","TeamGoal%","TeamGoalFor60","TeamGoalAgn60","TeamGoal+/-","Off ZS %","PDO","Faceoff %","OnGoalF%","OnGoalC%","OnIceSh%","OnIceFenSh%","OnIceSv%","Missed Shots","Missed Shots Against","Blocked Shots","Shots Blocked By Team","GameDate"
"2008200920699",24,31,5,9,18,27,82,48,60,39,41,28,5,6,20,25,10,59.9666666666667,"COL","L.A","14265","1","2008200920699",63.08,82.05,48.03,34,130.07,60.61,60.03,39.02,21,99.06,59.42,41.02,28.02,13,45.45,5,6,-1,66.67,90.77,43.64,68.33,50,12.2,8.33,78.57,19,11,22,9,2009-01-21
"2008200920709",31,33,4,4,15,29,65,63,51,51,31,38,0,3,25,18,21,59.8916666666667,"COL","S.J","14271","1","2008200920709",50.78,65.12,63.11,2,128.23,50,51.09,51.09,0,102.18,44.93,31.06,38.07,-7,0,0,3.01,-3,54.35,92.11,48.44,60.78,47.69,0,0,92.11,20,13,14,12,2009-01-27
"2008200920722",36,26,3,1,21,18,51,56,34,42,20,30,4,7,12,34,16,59.9583333333333,"COL","TOR","14273","1","2008200920722",47.66,51.04,56.04,-5,107.07,44.74,34.02,42.03,-8,76.05,40,20.01,30.02,-10,36.36,4,7,-3,42.86,96.67,58.06,58.82,39.22,20,11.76,76.67,14,12,17,14,2009-01-29
"2008200920733",28,35,6,5,13,14,67,66,52,45,37,31,3,4,20,25,18,59.975,"COL","ANA","14275","1","2008200920733",50.38,67.03,66.03,1,133.06,53.61,52.02,45.02,7,97.04,54.41,37.02,31.01,6,42.86,3,4,-1,52.63,95.2,44.44,71.15,55.22,8.11,5.77,87.1,15,14,15,21,2009-01-31
"2008200920746",24,29,3,4,36,22,61,80,50,53,42,39,4,3,16,18,19,59.95,"COL","CGY","14277","1","2008200920746",43.26,61.05,80.07,-19,141.12,48.54,50.04,53.04,-3,103.09,51.85,42.04,39.03,3,57.14,4,3,1,45.71,101.83,45.28,84,68.85,9.52,8,92.31,8,14,11,27,2009-02-02
"2008200920769",25,18,4,3,23,11,48,60,33,40,21,24,3,2,14,15,14,59.95,"COL","DAL","14280","1","2008200920769",44.44,48.04,60.05,-12,108.09,45.21,33.03,40.03,-7,73.06,46.67,21.02,24.02,-3,60,3,2,1,50,105.95,58.14,63.64,43.75,14.29,9.09,91.67,12,16,15,20,2009-02-05
"2008200920786",31,23,6,7,12,15,47,45,34,34,24,23,1,4,17,14,23,59.975,"COL","STL","14282","0","2008200920786",51.09,47.02,45.02,2,92.04,50,34.01,34.01,0,68.03,51.06,24.01,23.01,1,20,1,4,-3,42.5,86.78,57.41,70.59,51.06,4.17,2.94,82.61,10,11,13,11,2009-02-07
"2008200920797",26,25,2,3,28,18,50,70,42,50,31,30,0,3,15,19,17,59.9666666666667,"COL","CBJ","14285","0","2008200920797",41.67,50.03,70.04,-20,120.07,45.65,42.02,50.03,-8,92.05,50.82,31.02,30.02,1,0,0,3,-3,46.88,90,50.98,73.81,62,0,0,90,11,20,8,20,2009-02-10
"2008200920807",30,30,4,6,10,12,54,46,36,39,22,26,2,3,23,21,16,59.9666666666667,"COL","MIN","14286","0","2008200920807",54,54.03,46.03,8,100.06,48,36.02,39.02,-3,75.04,45.83,22.01,26.01,-4,40,2,3,-1,58.97,97.55,50,61.11,40.74,9.09,5.56,88.46,14,13,18,7,2009-02-11
"2008200920824",31,35,3,6,15,19,75,52,54,32,48,23,2,4,36,18,12,60,"COL","MTL","14288","1","2008200920824",59.06,75,52,23,127,62.79,54,32,22,86,67.61,48,23,25,33.33,2,4,-2,75,86.78,46.97,88.89,64,4.17,3.7,82.61,6,9,21,20,2009-02-13
"2008200920837",23,48,6,2,21,19,42,88,35,64,28,45,5,5,16,24,31,64.9916666666667,"COL","DET","14290","0","2008200920837",32.31,38.77,81.24,-46,120.02,35.35,32.31,59.08,-29,91.4,38.36,25.85,41.54,-17,50,4.62,4.62,0,34.04,106.75,32.39,80,66.67,17.86,14.29,88.89,7,19,7,24,2009-02-15
"2008200920851",23,26,4,4,19,14,54,51,32,36,27,22,3,2,11,23,15,61.2916666666667,"COL","OTT","14292","1","2008200920851",51.43,52.86,49.93,3,102.79,47.06,31.33,35.24,-4,66.57,55.1,26.43,21.54,5,60,2.94,1.96,1,42.31,102.02,46.94,84.38,50,11.11,9.38,90.91,5,14,22,15,2009-02-17
"2008200920871",24,36,3,5,16,21,47,61,33,43,25,29,4,1,22,23,15,60,"COL","WSH","14295","0","2008200920871",43.52,47,61,-14,108,43.42,33,43,-10,76,46.3,25,29,-4,80,4,1,3,59.46,112.55,40,75.76,53.19,16,12.12,96.55,8,14,14,18,2009-02-20
"2008200920888",23,43,9,5,32,22,38,75,30,55,19,39,2,5,18,24,24,59.9666666666667,"COL","CAR","14297","0","2008200920888",33.63,38.02,75.04,-37,113.06,35.29,30.02,55.03,-25,85.05,32.76,19.01,39.02,-20,28.57,2,5,-3,42.86,97.71,34.85,63.33,50,10.53,6.67,87.18,11,16,8,20,2009-02-22
"2008200920896",19,30,5,6,13,13,57,50,41,37,33,26,3,4,20,18,11,59.9833333333333,"COL","ATL","14299","0","2008200920896",53.27,57.02,50.01,7,107.03,52.56,41.01,37.01,4,78.02,55.93,33.01,26.01,7,42.86,3,4,-1,64.52,93.71,38.78,80.49,57.89,9.09,7.32,84.62,8,11,16,13,2009-02-24
"2008200920909",25,25,5,4,18,16,36,61,32,47,24,32,0,4,11,14,25,59.9583333333333,"COL","N.J","14301","0","2008200920909",37.11,36.03,61.04,-25,97.07,40.51,32.02,47.03,-15,79.05,42.86,24.02,32.02,-8,0,0,4,-4,30.56,87.5,50,75,66.67,0,0,87.5,8,15,4,14,2009-02-26
"2008200920929",30,25,11,9,29,31,45,61,31,50,24,30,1,6,16,18,21,60,"COL","NYR","14303","0","2008200920929",42.45,45,61,-16,106,38.27,31,50,-19,81,44.44,24,30,-6,14.29,1,6,-5,43.24,84.17,54.55,77.42,53.33,4.17,3.23,80,7,20,14,11,2009-02-28
